rating,easy,medium,hard,acceptance,weekly,score
2441,146,88,89,65,0,3030
2441,121,69,53,50,2,2859
2441,134,98,141,50,6,3194
2440,100,90,178,60,2,3254
2440,17,74,233,40,0,3304
2440,102,168,86,20,0,3136
2440,54,56,23,35,0,2675
2440,202,139,61,50,0,3103
2440,98,71,73,65,5,2899
2440,91,88,247,55,1,3448
2440,15,31,48,5,0,2661
2440,145,114,157,25,3,3284
2440,79,92,86,25,0,2961
2440,188,112,41,70,0,2975
2439,19,14,10,10,0,2516
2438,126,117,45,65,0,2933
2438,56,88,248,35,0,3414
2438,58,75,57,10,0,2817
2438,92,83,147,20,0,3137
2438,34,22,21,55,1,2579
2438,36,62,132,70,0,2994
2438,32,63,192,70,3,3172
2438,112,143,95,65,0,3121
2437,119,97,109,55,0,3077
2437,68,119,107,35,0,3064
2437,101,133,180,35,0,3344
2437,23,25,20,40,0,2570
2436,23,33,150,35,0,2975
2436,232,194,91,70,3,3329
2436,46,59,65,50,0,2795
2435,67,106,160,45,0,3194
2435,53,93,313,25,0,3613
2435,61,41,21,80,0,2641
2435,57,48,17,30,0,2639
2435,64,147,106,35,0,3111
2435,150,145,128,15,22,3259
2434,52,75,107,25,8,2957
2434,241,223,110,65,0,3451
2434,100,56,17,65,0,2697
2434,40,64,328,75,0,3586
2434,172,117,67,45,2,3041
2434,69,101,121,50,0,3068
2433,21,53,131,45,0,2953
2433,0,0,0,0,0,2433
2433,131,110,113,50,0,3123
2433,117,103,201,75,0,3359
2432,52,30,17,30,0,2595
2432,43,39,114,50,0,2895
2432,119,154,69,65,0,3066
2432,51,23,7,50,0,2550
2432,67,66,203,60,0,3240
2431,108,75,73,50,0,2908
2431,76,69,120,35,0,3005
2431,91,74,64,40,1,2862
2431,213,167,60,80,0,3158
2431,219,201,109,80,0,3379
2431,68,64,243,20,8,3356
2431,40,70,69,40,0,2818
2430,8,29,74,30,0,2718
2430,160,124,147,45,3,3279
2430,200,135,150,60,7,3350
2430,79,98,176,40,0,3233
2430,155,184,152,65,0,3409
2430,73,85,61,70,0,2856
2430,255,180,133,70,36,3444
2429,40,110,208,50,2,3313
2429,146,93,57,60,0,2932
2429,32,69,212,65,1,3235
2429,206,152,85,70,0,3194
2429,29,40,388,25,4,3702
2429,174,95,60,65,2,2973
2429,308,223,61,35,0,3366
2429,168,107,84,80,0,3063
2428,494,343,54,75,0,3770
2428,65,63,221,35,5,3282
2428,76,57,78,65,5,2852
2428,82,88,86,40,0,2944
2428,31,94,91,50,0,2920
2428,92,67,24,15,16,2726
2428,109,68,16,70,0,2721
2428,49,29,13,60,0,2574
2427,101,207,110,30,0,3272
2427,87,60,97,35,0,2925
2427,171,133,55,55,0,3029
2426,14,9,13,60,0,2497
2426,187,127,70,45,0,3077
2426,81,47,16,25,0,2649
2426,86,95,179,30,0,3239
2426,153,125,92,75,1,3105
2426,94,175,132,40,0,3266
2426,95,166,105,25,0,3168
2426,231,151,110,35,0,3289
2425,10,11,9,70,0,2484
2425,344,230,59,25,13,3406
2425,89,67,217,65,0,3299
2425,224,183,35,70,0,3120
2425,107,101,67,15,0,2935
2425,180,150,84,50,0,3157
2425,102,103,211,55,4,3366
2424,102,92,136,70,0,3118
2424,95,170,111,75,0,3192
2424,64,82,69,55,0,2859
2424,90,70,165,75,0,3149
2424,73,105,172,40,4,3223
2424,32,24,18,35,0,2558
2424,68,54,161,25,0,3083
2424,24,25,219,50,0,3155
2424,74,76,223,15,0,3319
2423,7,8,3,15,0,2455
2423,39,28,11,65,0,2551
2422,46,43,44,20,0,2686
2422,63,105,59,10,0,2872
2422,85,76,97,35,7,2950
2422,128,90,18,40,0,2784
2422,38,41,21,15,0,2605
2422,124,143,68,90,0,3036
2421,38,45,32,45,0,2645
2421,130,106,56,25,0,2931
2421,38,28,34,40,3,2617
2421,149,114,98,50,3,3092
2421,159,71,88,60,0,2986
2421,71,113,54,25,0,2880
2421,130,221,115,25,0,3338
2421,15,8,4,70,0,2464
2421,197,117,64,10,4,3044
2421,32,20,22,65,0,2559
2420,123,80,54,15,0,2865
2420,13,10,7,55,0,2474
2420,60,146,227,80,0,3453
2420,142,177,119,75,0,3273
2419,26,21,11,30,0,2520
2419,151,137,91,90,7,3117
2419,89,82,33,40,0,2771
2419,55,60,257,45,0,3365
2419,102,109,88,70,1,3003
2419,201,218,163,70,0,3545
2419,54,84,57,50,0,2812
2419,62,41,56,50,0,2731
2418,15,15,10,70,0,2493
2418,11,14,14,25,0,2499
2418,156,137,140,80,0,3268
2418,25,32,132,10,0,2903
2418,145,116,105,60,5,3110
2418,21,25,21,55,0,2552
2418,140,104,111,70,0,3099
2418,44,105,188,25,0,3236
2418,68,85,199,70,4,3253
2417,13,13,11,60,0,2489
2417,88,83,196,45,0,3259
2417,222,158,130,65,11,3345
2417,79,96,39,35,0,2805
2417,60,31,39,60,0,2656
2417,47,39,35,55,0,2647
2417,38,127,96,45,0,2997
2417,31,54,38,70,0,2670
2416,84,113,92,80,0,3002
2416,44,44,34,60,0,2650
2416,133,121,44,15,0,2923
2416,14,37,53,70,0,2663
2416,13,28,51,55,6,2638
2416,183,177,131,65,2,3346
2416,47,69,35,10,0,2706
2415,151,109,97,65,0,3075
2415,28,40,9,50,0,2550
2415,234,159,61,55,5,3150
2415,20,10,77,80,17,2686
2415,81,98,67,35,0,2893
2414,31,22,15,75,0,2534
2414,40,48,78,30,0,2784
2414,275,126,73,55,1,3160
2414,183,140,64,85,0,3069
2414,208,143,141,80,7,3331
2413,174,83,33,40,0,2852
2413,180,165,67,85,0,3124
2413,110,74,86,40,0,2929
2412,82,100,95,30,14,2979
2412,228,82,135,15,0,3209
2412,212,133,54,70,0,3052
2412,89,66,77,35,0,2864
2412,272,253,99,75,0,3487
2412,192,104,58,35,8,2986
2411,56,32,11,70,0,2564
2411,32,41,39,70,0,2642
2411,35,38,142,0,0,2948
2411,9,79,289,45,15,3445
2411,90,54,9,85,0,2636
2410,100,125,75,70,0,2985
2410,234,149,80,50,5,3182
2410,34,25,9,65,0,2521
2410,63,66,121,45,1,2968
2410,57,71,40,45,6,2729
2410,145,119,186,40,0,3351
2410,143,174,181,55,12,3444
2410,230,190,158,55,0,3494
2410,183,112,52,25,14,2973
2409,29,39,95,50,0,2801
2409,33,19,12,25,0,2516
2409,81,87,60,55,0,2844
2409,112,108,82,65,0,2983
2408,220,167,58,35,0,3136
2408,110,187,199,75,0,3489
2408,194,211,65,60,0,3219
2408,66,29,10,40,0,2562
2408,86,117,97,55,3,3019
2408,93,58,80,45,0,2857
2407,4,15,6,55,0,2459
2407,87,40,68,35,0,2778
2407,54,45,112,55,0,2887
2407,33,41,34,50,2,2624
2407,129,139,90,75,0,3084
2407,35,48,40,65,0,2658
2407,47,74,109,65,0,2929
2407,86,83,108,35,8,2983
2406,96,63,48,65,0,2772
2406,43,32,26,75,0,2591
2406,95,116,105,20,0,3048
2406,0,4,491,65,23,3887
2406,49,65,25,30,0,2660
2406,49,100,89,35,0,2922
2405,168,138,117,85,0,3200
2405,98,134,238,75,0,3485
2405,49,88,358,60,0,3704
2405,204,169,106,65,0,3265
2405,63,62,47,55,0,2733
2405,72,47,16,20,0,2619
2405,152,88,72,15,1,2949
2404,24,15,6,60,0,2476
2404,216,216,112,55,0,3388
2404,39,59,52,60,0,2717
2404,71,77,118,45,0,2983
2404,52,56,42,70,0,2694
2404,96,48,29,25,0,2683
2404,319,189,53,90,0,3260
2403,184,125,47,25,0,2978
2403,71,170,44,60,0,2946
2403,53,57,68,10,10,2774
2403,108,91,102,60,0,2999
2403,177,121,122,50,0,3188
2403,74,47,55,40,0,2736
2402,273,196,151,55,0,3520
2402,257,190,72,65,0,3255
2402,83,80,41,65,0,2768
2402,48,69,82,0,0,2834
2402,113,178,136,35,1,3279
2402,255,167,92,45,0,3267
2402,109,70,58,45,0,2825
2402,109,70,31,10,0,2744
2401,167,99,51,70,0,2919
2401,42,52,29,75,0,2634
2401,197,119,102,50,13,3142
2401,48,68,101,55,0,2888
2401,139,106,118,10,0,3106
2401,8,11,6,5,0,2449
2401,180,135,189,65,0,3418
2401,33,88,75,50,0,2835
2400,146,107,117,90,6,3111
2400,86,103,52,10,0,2848
2400,27,21,13,70,0,2508
2400,51,55,50,20,0,2711
2400,99,97,132,55,0,3089
2400,60,55,250,65,0,3320
2400,43,45,77,70,0,2764
2400,29,30,13,45,0,2528
2400,47,112,147,50,0,3112
2400,80,75,17,60,0,2681
2400,100,83,93,55,0,2945
2399,82,84,107,55,0,2970
2398,60,53,14,70,0,2606
2398,45,37,15,90,9,2562
2397,228,144,168,65,1,3417
2397,62,73,69,60,0,2812
2396,36,36,49,20,5,2651
2396,183,133,81,70,0,3088
2396,37,34,32,45,0,2597
2396,178,117,108,60,0,3132
2395,52,37,79,55,0,2758
2395,54,87,146,45,0,3061
2394,15,8,6,40,0,2443
2394,227,158,71,55,5,3150
2394,52,59,220,20,0,3224
2394,94,87,54,55,0,2824
2394,55,60,67,50,0,2770
2394,65,69,10,80,0,2627
2393,234,234,99,85,0,3392
2393,113,76,121,70,0,3021
2393,10,24,15,70,0,2496
2392,23,16,8,45,0,2471
2392,53,61,223,60,2,3236
2392,176,123,44,35,0,2946
2391,149,117,142,25,0,3200
2391,19,15,9,70,0,2467
2391,133,191,106,80,0,3224
2391,97,180,153,55,0,3307
2390,129,130,45,60,0,2914
2390,155,111,124,55,0,3139
2389,98,138,219,25,27,3420
2389,188,146,154,50,6,3331
2389,112,148,94,70,0,3079
2389,24,15,6,50,0,2461
2389,16,30,280,45,0,3305
2389,142,123,98,75,1,3071
2388,114,193,132,80,0,3284
2388,158,153,143,60,11,3281
2388,41,35,42,50,0,2625
2388,49,64,69,45,0,2772
2388,68,39,12,30,0,2570
2388,243,119,79,50,0,3106
2387,20,20,204,30,1,3059
2386,42,37,21,25,0,2565
2386,41,58,76,55,0,2771
2386,66,65,56,40,0,2750
2384,41,28,23,75,0,2550
2384,284,199,99,75,0,3363
2384,104,79,91,20,3,2919
2383,111,227,186,60,0,3506
2382,10,12,369,60,4,3523
2382,33,38,189,55,0,3058
2381,110,80,147,30,7,3092
2381,35,85,143,40,0,3015
2381,191,197,99,65,0,3263
2380,54,75,122,35,0,2950
2380,91,79,85,45,0,2884
2379,301,127,37,45,0,3045
2379,287,109,27,35,0,2965
2378,32,22,26,30,0,2532
2378,15,12,11,60,0,2450
2378,20,14,7,50,0,2447
2378,109,49,16,35,0,2633
2377,19,26,43,35,17,2577
2377,18,18,10,25,0,2461
2376,135,91,171,45,4,3206
2376,103,113,140,45,0,3125
2376,16,11,12,55,0,2450
2376,104,44,10,55,0,2598
2376,84,97,180,55,0,3194
2375,107,142,95,55,0,3051
2375,0,0,0,0,0,2375
2374,42,20,10,15,2,2486
2374,21,31,48,70,0,2601
2373,68,79,44,20,0,2731
2373,30,35,25,30,0,2548
2373,119,109,100,55,1,3010
2373,133,111,82,20,0,2974
2373,12,57,239,45,2,3216
2372,82,64,29,55,0,2669
2372,43,45,115,45,20,2850
2372,89,87,51,80,0,2788
2371,26,33,3,75,0,2472
2370,63,83,52,45,0,2755
2370,241,164,66,60,0,3137
2370,32,20,89,40,23,2709
2370,62,84,98,50,0,2894
2370,88,103,114,50,0,3006
2369,11,14,1,5,0,2411
2369,111,156,108,35,0,3116
2369,73,39,57,40,0,2691
2369,219,109,24,55,5,2878
2369,180,127,97,40,7,3094
2368,23,46,40,55,0,2603
2368,196,180,134,80,25,3326
2368,172,120,80,45,0,3020
2367,123,78,117,45,0,2997
2367,15,75,109,40,0,2859
2367,92,71,36,55,0,2709
2367,20,25,189,20,0,3004
2366,37,49,334,65,8,3503
2365,102,92,217,30,0,3302
2365,65,78,91,55,0,2859
2365,288,178,104,75,0,3321
2365,49,37,16,30,6,2536
2364,122,113,42,70,0,2838
2364,116,103,93,45,3,2965
2364,13,17,86,0,0,2669
2363,145,175,108,50,6,3182
2363,61,117,133,45,0,3057
2362,189,138,108,80,0,3151
2362,178,130,99,70,2,3097
2362,30,24,12,50,0,2476
2362,18,64,143,40,0,2937
2362,96,71,39,60,12,2717
2361,105,109,69,60,0,2891
2360,181,110,37,40,4,2872
2360,85,58,120,15,0,2921
2360,106,185,229,60,7,3523
2359,27,18,7,25,0,2443
2359,103,105,143,45,11,3101
2358,60,56,11,30,0,2563
2358,42,68,118,40,14,2890
2358,91,61,62,55,0,2757
2358,94,94,117,15,8,2991
2357,65,63,27,60,3,2629
2357,83,59,136,35,0,2966
2357,203,160,64,40,0,3072
2357,47,60,211,40,0,3157
2357,80,110,49,40,0,2804
2357,65,101,79,75,0,2861
2355,169,154,115,40,3,3177
2354,214,159,81,95,5,3129
2354,49,44,141,20,0,2914
2354,195,171,72,60,0,3107
2354,28,34,221,15,12,3113
2354,46,111,56,80,0,2790
2353,63,66,157,30,0,3019
2353,248,152,42,60,4,3031
2353,179,144,198,70,3,3414
2352,161,116,35,45,0,2850
2352,216,162,84,45,0,3144
2352,241,177,120,75,0,3307
2352,66,111,205,50,0,3255
2351,162,138,82,40,5,3035
2351,112,149,56,75,0,2929
2351,48,60,154,55,0,2981
2350,51,44,194,25,13,3071
2350,142,80,48,50,39,2796
2350,48,47,22,10,0,2558
2350,39,28,16,55,3,2493
2349,94,91,208,35,2,3249
2349,48,30,121,55,0,2820
2349,259,230,38,25,0,3182
2349,12,9,2,25,0,2385
2349,41,55,261,45,5,3283
2349,63,104,77,30,0,2851
2348,61,44,179,35,0,3034
2348,58,64,277,30,0,3365
2348,22,27,35,35,1,2529
2348,245,202,72,70,0,3213
2347,18,9,13,65,0,2422
2347,81,84,70,45,0,2806
2347,351,184,57,40,0,3237
2347,79,80,55,20,8,2751
2347,392,77,3,40,0,2902
2347,201,169,83,55,0,3135
2347,90,123,160,40,0,3163
2346,211,111,98,50,21,3073
2345,16,19,6,30,0,2417
2345,212,158,85,65,0,3128
2345,203,148,181,35,4,3387
2345,117,174,134,65,0,3212
2344,138,113,210,50,0,3338
2344,89,81,80,45,0,2835
2344,143,100,83,45,0,2936
2343,62,101,160,70,0,3087
2343,372,49,16,55,0,2861
2342,31,62,42,65,0,2623
2342,119,88,84,40,9,2889
2342,21,64,115,40,0,2836
2342,54,44,27,85,0,2565
2341,86,133,98,25,0,2987
2341,22,26,130,40,2,2805
2341,50,54,44,35,0,2631
2341,84,74,47,75,0,2714
2341,138,118,51,25,0,2868
2340,19,20,28,65,2,2483
2340,55,109,182,40,13,3159
2340,27,21,76,40,0,2637
2340,325,221,59,65,0,3284
2340,86,104,109,30,2,2961
2340,215,163,134,30,6,3283
2340,17,19,190,20,21,2965
2340,48,26,19,35,0,2497
2340,170,230,111,45,2,3303
2340,36,46,41,25,0,2591
2340,128,144,75,50,13,2981
2339,228,134,20,75,0,2895
2339,14,6,10,35,3,2395
2339,9,12,8,25,0,2396
2339,186,168,132,55,0,3257
2339,115,136,118,85,10,3080
2339,71,64,70,70,0,2748
2338,38,25,14,45,0,2468
2338,108,76,12,0,0,2634
2338,250,183,64,35,16,3146
2338,146,112,82,45,0,2954
2338,85,196,165,60,0,3310
2338,28,92,128,60,0,2934
2337,102,90,127,10,4,3000
2337,22,19,10,40,0,2427
2337,87,77,63,45,0,2767
2336,135,129,294,65,0,3611
2336,61,41,9,60,0,2506
2336,41,57,40,60,0,2611
2336,59,59,46,30,6,2651
2336,92,30,9,15,1,2515
2335,73,68,87,75,7,2805
2335,69,56,77,45,0,2747
2335,371,148,56,35,0,3170
2335,254,160,39,40,4,3026
2334,46,89,108,45,0,2882
2334,49,71,120,45,0,2885
2334,96,63,93,65,0,2835
2334,33,25,5,70,0,2432
2334,65,128,179,45,0,3192
2334,31,20,22,40,0,2471
2334,72,68,38,65,0,2656
2333,166,116,91,55,8,3004
2333,212,169,132,50,5,3279
2333,133,121,236,45,0,3416
2333,38,103,204,60,10,3189
2333,132,88,97,70,0,2932
2333,157,153,67,60,10,2997
2333,328,196,149,95,0,3500
2333,101,84,97,45,5,2893
2332,162,147,91,55,0,3061
2332,166,103,125,55,0,3079
2332,96,78,160,50,1,3064
2331,43,46,32,75,0,2562
2331,248,144,32,75,0,2963
2331,43,48,48,25,0,2614
2331,75,71,49,0,0,2695
2331,192,184,49,60,0,3038
2331,42,45,13,55,0,2502
2330,10,17,6,15,0,2392
2330,85,78,53,55,0,2730
2330,105,84,24,55,0,2675
2330,61,67,36,65,0,2633
2330,69,97,269,35,1,3400
2329,302,172,138,45,0,3389
2329,20,32,153,35,0,2872
2329,79,68,54,50,0,2706
2329,127,100,142,60,5,3082
2329,41,22,4,35,0,2426
2329,221,166,118,55,6,3236
2329,16,27,277,40,11,3230
2328,83,155,18,60,0,2775
2328,105,148,188,50,0,3293
2328,155,107,43,70,0,2826
2328,112,66,46,60,0,2710
2328,92,79,124,10,0,2950
2328,119,63,63,35,0,2762
2328,49,66,187,30,1,3070
2328,124,106,39,60,18,2781
2327,157,110,66,55,8,2902
2327,305,171,20,75,0,3034
2327,25,12,2,35,0,2382
2327,177,125,125,50,4,3129
2326,163,118,66,40,0,2923
2326,41,33,61,45,0,2616
2326,47,58,92,45,0,2765
2326,16,35,40,15,0,2532
2326,188,134,84,30,0,3034
2326,128,86,40,25,3,2746
2326,148,147,78,35,4,3002
2326,63,109,84,60,0,2859
2326,207,164,53,65,0,3020
2325,22,10,6,80,0,2385
2325,98,110,116,50,2,2991
2325,99,78,63,40,7,2769
2324,143,176,72,50,0,3035
2324,41,44,61,60,0,2636
2324,32,17,11,65,0,2423
2324,60,48,16,40,0,2528
2323,182,204,101,55,2,3216
2323,62,61,264,50,3,3299
2322,45,53,82,40,0,2719
2322,288,191,84,55,7,3244
2322,47,98,47,65,0,2706
2322,89,66,103,10,3,2852
2322,105,101,91,20,0,2902
2322,43,70,63,0,0,2694
2322,135,114,150,75,0,3135
2322,50,36,9,65,0,2471
2322,36,20,13,70,0,2437
2321,90,134,94,40,0,2961
2321,15,18,25,25,0,2447
2320,12,13,54,10,0,2520
2320,81,68,95,55,4,2822
2320,197,157,76,80,5,3059
2320,56,52,13,40,0,2519
2320,104,75,85,60,0,2829
2320,48,29,31,70,0,2519
2320,187,168,48,55,0,2987
2319,115,125,207,60,8,3305
2319,222,143,101,50,0,3130
2319,62,87,155,40,0,3020
2318,209,138,60,20,3,2983
2318,137,104,80,80,0,2903
2318,33,32,30,55,0,2505
2318,244,183,86,10,13,3186
2317,59,78,298,75,40,3426
2317,145,211,83,30,0,3133
2317,209,234,148,75,5,3438
2317,71,61,161,60,0,2993
2316,53,53,94,35,0,2757
2316,250,110,19,40,0,2843
2316,95,76,189,55,0,3130
2316,119,144,31,15,0,2816
2316,108,109,84,65,15,2894
2316,175,152,103,60,0,3104
2315,100,81,100,40,0,2877
2315,146,130,112,50,2,3057
2315,36,31,22,50,0,2479
2315,276,149,68,50,0,3093
2314,57,42,55,40,4,2620
2314,175,133,48,80,0,2899
2314,143,165,75,65,0,3012
2314,75,69,84,50,0,2779
2314,194,232,116,25,6,3320
2314,169,105,118,60,0,3047
2314,100,83,94,35,6,2862
2313,119,132,113,65,0,3035
2313,37,80,62,35,0,2696
2313,157,163,150,10,0,3246
2313,95,101,167,50,0,3111
2313,6,21,17,35,0,2412
2313,43,48,20,55,0,2512
2312,34,21,16,75,0,2436
2312,111,87,158,55,0,3071
2311,62,106,44,5,0,2717
2311,42,48,99,70,0,2746
2311,268,207,100,75,8,3293
2311,177,128,91,75,0,3017
2311,102,108,79,50,0,2866
2311,108,138,91,50,0,2968
2311,107,71,69,65,0,2767
2311,100,73,91,35,0,2830
2310,64,71,123,65,0,2885
2310,62,70,53,60,6,2671
2310,66,47,35,40,0,2575
2310,111,104,68,10,0,2833
2310,38,64,132,60,0,2872
2309,49,83,137,60,5,2935
2309,125,68,23,30,0,2639
2309,33,39,215,35,0,3065
2309,144,160,80,70,0,3013
2309,120,97,115,65,1,2968
2309,55,38,17,60,0,2491
2309,23,19,13,35,0,2409
2309,36,27,49,30,0,2546
2308,106,124,169,0,9,3169
2308,210,155,82,55,0,3074
2308,43,48,33,15,0,2546
2308,49,65,119,50,1,2844
2308,55,70,45,50,0,2638
2308,210,104,35,65,0,2831
2308,183,125,45,30,5,2876
2308,168,111,108,85,24,3022
2308,185,166,57,45,0,2996
2308,119,88,117,55,4,2954
2307,55,40,20,60,0,2502
2307,282,215,62,50,0,3205
2307,121,120,58,30,0,2842
2307,57,91,68,30,0,2750
2307,52,25,195,40,0,2994
2307,86,65,35,55,0,2628
2306,157,115,194,50,1,3275
2305,202,130,133,45,0,3166
2305,20,9,2,45,0,2349
2305,20,11,30,25,0,2437
2305,74,59,80,60,0,2737
2304,119,114,88,55,0,2915
2304,71,64,167,50,0,3004
2304,38,36,271,45,3,3227
2304,94,56,31,35,8,2603
2304,90,246,69,60,0,3093
2304,102,75,61,40,3,2739
2304,34,33,24,50,1,2476
2304,140,131,158,30,3,3180
2304,130,93,21,25,0,2683
2304,26,27,19,85,0,2441
2303,97,98,37,40,0,2707
2303,88,104,199,50,0,3196
2303,132,88,74,45,0,2833
2303,65,91,39,35,0,2667
2303,137,90,34,10,0,2722
2303,89,174,86,55,1,2998
2302,53,50,156,45,0,2923
2302,17,34,14,30,0,2429
2302,117,108,137,65,0,3046
2301,162,118,87,75,0,2960
2301,225,116,96,50,0,3046
2301,99,93,229,60,2,3273
2301,91,96,35,40,1,2689
2301,37,56,247,50,0,3191
2301,63,76,127,50,0,2897
2301,33,20,13,80,0,2413
2301,103,75,57,45,0,2725
2301,14,10,18,40,0,2389
2300,21,24,10,50,0,2399
2300,48,71,316,50,0,3438
2300,146,77,54,35,0,2762
2300,38,27,12,50,0,2428
2300,36,30,26,50,0,2474
2300,135,94,60,40,0,2803
2300,144,96,20,55,0,2696
2300,30,46,35,30,0,2527
2300,22,8,4,45,0,2350
2299,18,28,434,30,8,3675
2299,85,72,32,55,0,2624
2299,26,53,254,65,0,3193
2299,138,126,64,50,22,2881
2299,70,76,93,40,0,2800
2299,242,121,21,65,0,2846
2299,160,134,82,45,5,2973
2299,191,115,53,60,0,2879
2298,273,165,44,20,0,3033
2298,124,74,31,50,3,2663
2298,22,30,9,15,0,2407
2298,202,120,93,100,0,3019
2298,177,115,60,25,0,2885
2298,35,59,143,55,0,2880
2297,44,74,141,75,0,2912
2296,100,127,140,25,1,3070
2296,350,175,110,60,0,3326
2296,15,8,6,35,0,2345
2296,109,94,19,50,0,2650
2296,13,11,8,35,0,2355
2295,183,152,79,30,9,3019
2295,155,125,93,40,2,2979
2295,172,95,17,35,8,2708
2295,71,96,77,80,0,2789
2295,85,144,73,65,0,2887
2295,34,52,286,55,4,3291
2294,133,145,87,55,0,2978
2294,12,27,19,5,0,2417
2294,26,24,8,50,0,2392
2294,28,47,170,60,0,2926
2294,280,218,79,85,0,3247
2294,273,135,30,55,0,2927
2293,53,53,27,35,0,2533
2293,221,139,81,60,0,3035
2293,104,211,194,40,0,3401
2293,175,201,102,65,0,3176
2293,170,207,167,80,0,3378
2293,101,74,16,50,0,2590
2292,21,20,17,65,0,2404
2292,29,32,182,30,0,2931
2292,48,30,13,30,0,2439
2292,42,42,27,55,2,2499
2292,56,31,10,85,0,2440
2292,101,77,39,50,0,2664
2292,61,56,343,60,0,3494
2291,79,49,32,70,0,2564
2291,30,53,18,50,0,2481
2291,128,99,172,15,5,3133
2291,15,20,249,50,0,3093
2291,37,14,3,45,0,2365
2291,102,141,246,85,0,3413
2291,122,142,95,60,0,2982
2290,81,82,102,65,0,2841
2290,124,95,46,30,0,2742
2290,196,231,64,45,0,3140
2290,120,140,67,40,0,2891
2290,29,27,14,40,0,2415
2289,136,118,81,35,8,2904
2289,122,117,91,20,3,2918
2289,9,38,22,50,0,2440
2289,19,23,11,40,0,2387
2289,92,122,98,40,0,2919
2289,124,107,84,70,3,2879
2289,95,123,317,40,0,3581
2289,184,110,29,25,0,2780
2289,141,78,22,25,0,2652
2289,233,112,92,60,3,3022
2289,82,94,228,45,2,3243
2289,175,148,126,85,0,3138
2288,50,78,111,15,0,2827
2288,283,202,81,90,6,3218
2288,46,46,279,60,1,3263
2288,36,46,304,65,14,3328
2288,35,52,35,55,6,2532
2288,47,41,26,50,2,2495
2288,146,219,87,35,0,3133
2288,79,66,25,65,0,2574
2287,81,38,8,75,0,2468
2287,194,122,76,65,1,2953
2286,40,43,210,30,0,3042
2286,26,22,6,65,0,2374
2286,54,76,75,75,0,2717
2286,48,86,183,60,0,3055
2286,62,45,159,40,7,2915
2285,51,52,63,45,0,2629
2285,222,170,108,75,5,3171
2285,109,107,45,50,0,2743
2285,150,112,68,45,0,2863
2285,125,127,122,90,0,3030
2285,30,30,3,55,0,2384
2285,93,95,203,55,0,3177
2284,30,43,135,35,0,2805
2284,352,238,34,70,1,3214
2283,38,75,83,45,0,2720
2283,24,20,82,65,0,2593
2283,96,96,153,45,8,3030
2283,152,117,135,45,0,3074
2283,79,85,177,40,0,3063
2282,86,91,202,40,0,3156
2282,143,67,170,75,0,3069
2282,97,121,46,55,0,2759
2282,306,215,101,85,15,3321
2282,71,78,65,40,11,2704
2282,164,176,110,65,9,3128
2282,110,142,49,75,0,2823
2282,29,21,27,35,0,2434
2281,23,16,13,55,0,2375
2281,22,17,57,40,7,2508
2281,75,60,179,75,22,3013
2281,123,107,71,60,0,2831
2281,33,49,207,55,4,3033
2281,131,78,91,20,0,2841
2281,75,155,107,20,0,2987
2281,110,122,90,15,2,2905
2281,16,15,12,40,0,2363
2281,121,133,141,50,4,3091
2280,184,157,113,60,0,3117
2280,62,87,130,55,0,2906
2280,25,10,4,45,0,2337
2280,89,195,81,55,0,3002
2280,126,84,87,70,0,2835
2279,153,143,86,55,1,2976
2279,372,154,8,75,0,2983
2279,67,63,40,50,0,2592
2279,17,9,7,45,0,2335
2279,92,142,56,55,0,2823
2279,116,90,63,45,0,2764
2279,106,65,25,50,0,2590
2278,71,101,60,5,0,2731
2278,26,20,6,60,0,2362
2278,27,19,8,60,0,2367
2278,118,114,216,50,0,3272
2278,10,9,6,30,0,2324
2277,218,158,87,45,20,3072
2277,22,22,15,0,0,2388
2277,95,103,57,30,0,2749
2276,166,121,58,55,4,2858
2276,29,29,23,75,0,2432
2276,158,150,45,20,0,2869
2276,71,81,252,40,0,3265
2276,139,212,126,70,7,3217
2276,69,40,23,65,0,2494
2276,64,84,271,65,0,3321
2275,18,9,5,80,0,2326
2275,72,121,28,65,0,2673
2275,107,147,90,20,0,2946
2275,122,193,163,50,1,3272
2274,222,193,102,45,0,3188
2274,192,95,21,55,0,2719
2274,63,112,104,50,0,2873
2274,33,53,119,65,0,2770
2274,444,166,25,75,0,3125
2274,20,30,162,20,2,2840
2274,235,122,36,75,0,2861
2274,69,75,72,80,0,2709
2273,28,25,226,25,6,3029
2273,193,100,71,60,0,2879
2273,34,37,138,65,2,2795
2273,30,41,180,25,1,2925
2272,112,129,167,75,24,3143
2272,54,55,34,0,1,2538
2272,77,86,56,40,1,2689
2272,13,9,8,75,0,2327
2272,176,106,116,55,0,3008
2272,110,123,79,30,0,2865
2271,193,149,171,60,34,3275
2271,62,62,74,55,0,2679
2271,62,43,166,35,2,2917
2271,147,108,51,60,0,2787
2271,10,36,89,65,0,2620
2271,114,133,203,35,11,3260
2270,240,214,87,85,5,3199
2270,14,37,142,45,8,2784
2270,376,197,33,95,2,3139
2270,186,101,30,40,0,2748
2270,238,155,148,55,0,3262
2270,108,107,43,25,0,2721
2270,95,91,89,45,16,2814
2270,41,55,149,25,0,2868
2269,78,70,309,60,0,3414
2269,62,82,43,30,0,2624
2269,105,119,264,55,5,3404
2268,153,131,45,25,0,2818
2268,140,121,155,65,0,3115
2268,167,88,48,75,0,2755
2268,186,180,82,60,0,3060
2268,156,160,92,65,0,3020
